Generations,radius,Scale,Time,TPG,Fitness
2.0,6.795131206512451,0.2112824320793152,0.7144039869308472,0.3572019934654236,2.304654808311046e+25
2.0,6.796031951904298,0.21082492172718048,0.7137658596038818,0.3568829298019409,2.304652271883736e+25
2.0,6.797924041748047,0.2098657488822937,0.7172385454177856,0.3586192727088928,2.3046624175929765e+25
